id,resort,country,continent,month,month_sin,month_cos,is_winter_month,is_shoulder_month,snow,snow_missing,snow_imputed,snow_lag_1,snow_lag_2,snow_3m_mean,snow_3m_std,snow_6m_mean,highest_point,lowest_point,altitude_range,total_slopes,share_beginner,share_intermediate,share_difficult,total_lifts,lift_capacity,share_surface_lifts,share_chair_lifts,share_gondola_lifts,price,log_price,log_lift_capacity,locality_score,demand_score,attendance
239,Rosa Khutor,Russia,Europe,2022-10-01,-0.14851256410687452,0.9889105208775977,0,0,11.42,0,11.42,4.72,4.72,6.953333333333333,3.868246803570493,10.628333333333334,2320.0,940.0,1380.0,77.0,0.38961038961038963,0.33766233766233766,0.2727272727272727,27.0,49228.0,0.2222222222222222,0.4074074074074074,0.37037037037037035,22.0,3.1354942159291497,10.80423815972855,1.0,16.833353786688072,medium
239,Rosa Khutor,Russia,Europe,2022-11-01,-0.1323759428851275,0.9911995811869946,0,1,2.36,0,2.36,11.42,4.72,6.166666666666667,4.700056737246194,10.956666666666665,2320.0,940.0,1380.0,77.0,0.38961038961038963,0.33766233766233766,0.2727272727272727,27.0,49228.0,0.2222222222222222,0.4074074074074074,0.37037037037037035,22.0,3.1354942159291497,10.80423815972855,1.0,11.607853786688075,low
239,Rosa Khutor,Russia,Europe,2022-12-01,-0.04842570534918712,0.9988267873167167,1,0,4.72,0,4.72,2.36,11.42,6.166666666666667,4.700056737246194,7.0183333333333335,2320.0,940.0,1380.0,77.0,0.38961038961038963,0.33766233766233766,0.2727272727272727,27.0,49228.0,0.2222222222222222,0.4074074074074074,0.37037037037037035,22.0,3.1354942159291497,10.80423815972855,1.0,13.330445453354741,low
240,Zell am See,Austria,Europe,2022-01-01,-0.07880315299594536,0.9968901960987968,1,0,98.82,0,98.82,,,98.82,0.0,98.82,2000.0,760.0,1240.0,77.0,0.38961038961038963,0.36363636363636365,0.24675324675324675,27.0,48407.0,0.3333333333333333,0.37037037037037035,0.2962962962962963,50.0,3.9318256327243257,10.787420368302158,1.0,120.78768644013293,high
240,Zell am See,Austria,Europe,2022-02-01,-0.06254574045753,0.9980420984861407,1,0,100.0,0,100.0,98.82,,99.41,0.8343860018001309,99.41,2000.0,760.0,1240.0,77.0,0.38961038961038963,0.36363636363636365,0.24675324675324675,27.0,48407.0,0.3333333333333333,0.37037037037037035,0.2962962962962963,50.0,3.9318256327243257,10.787420368302158,1.0,121.83936144013293,high
240,Zell am See,Austria,Europe,2022-03-01,0.032773789934219456,0.9994627950520958,1,0,100.0,0,100.0,100.0,98.82,99.60666666666667,0.6812733176437613,99.60666666666667,2000.0,760.0,1240.0,77.0,0.38961038961038963,0.36363636363636365,0.24675324675324675,27.0,48407.0,0.3333333333333333,0.37037037037037035,0.2962962962962963,50.0,3.9318256327243257,10.787420368302158,1.0,121.94113644013294,high
240,Zell am See,Austria,Europe,2022-04-01,0.04905831062447447,0.998795916170402,0,1,98.43,0,98.43,100.0,100.0,99.47666666666667,0.9064399226277106,99.3125,2000.0,760.0,1240.0,77.0,0.38961038961038963,0.36363636363636365,0.24675324675324675,27.0,48407.0,0.3333333333333333,0.37037037037037035,0.2962962962962963,50.0,3.9318256327243257,10.787420368302158,1.0,106.0292697734663,high
240,Zell am See,Austria,Europe,2022-05-01,-0.11633697130920091,0.993209801153111,0,0,45.67,0,45.67,98.43,100.0,81.36666666666667,30.92418524930501,88.584,2000.0,760.0,1240.0,77.0,0.38961038961038963,0.36363636363636365,0.24675324675324675,27.0,48407.0,0.3333333333333333,0.37037037037037035,0.2962962962962963,50.0,3.9318256327243257,10.787420368302158,1.0,69.59991977346628,high
240,Zell am See,Austria,Europe,2022-06-01,-0.10013455542064037,0.9949739045878091,0,0,13.39,0,13.39,45.67,98.43,52.49666666666667,42.92904533452071,76.05166666666666,2000.0,760.0,1240.0,77.0,0.38961038961038963,0.36363636363636365,0.24675324675324675,27.0,48407.0,0.3333333333333333,0.37037037037037035,0.2962962962962963,50.0,3.9318256327243257,10.787420368302158,1.0,40.488186440132935,medium
240,Zell am See,Austria,Europe,2022-07-01,-0.01598099091434407,0.9998722958105178,0,0,0.39,0,0.39,13.39,45.67,19.816666666666666,23.314075862734377,59.64666666666667,2000.0,760.0,1240.0,77.0,0.38961038961038963,0.36363636363636365,0.24675324675324675,27.0,48407.0,0.3333333333333333,0.37037037037037035,0.2962962962962963,50.0,3.9318256327243257,10.787420368302158,1.0,20.259686440132942,medium
