id,resort,latitude,longitude,country,continent,price,season,highest_point,lowest_point,beginner_slopes,intermediate_slopes,difficult_slopes,total_slopes,longest_run,snow_cannons,surface_lifts,chair_lifts,gondola_lifts,total_lifts,lift_capacity,child_friendly,snowparks,nightskiing,summer_skiing,lat_grid,lon_grid,month,snow
4,Red Mountain Resort-Rossland,49.1055201,-117.8462801,Canada,North America,60,December - April,2075,1185,20,50,50,120,7,0,2,5,1,8,9200,Yes,Yes,Yes,No,49.0,-117.75,2022-08-01,
4,Red Mountain Resort-Rossland,49.1055201,-117.8462801,Canada,North America,60,December - April,2075,1185,20,50,50,120,7,0,2,5,1,8,9200,Yes,Yes,Yes,No,49.0,-117.75,2022-09-01,1.57
4,Red Mountain Resort-Rossland,49.1055201,-117.8462801,Canada,North America,60,December - April,2075,1185,20,50,50,120,7,0,2,5,1,8,9200,Yes,Yes,Yes,No,49.0,-117.75,2022-10-01,
4,Red Mountain Resort-Rossland,49.1055201,-117.8462801,Canada,North America,60,December - April,2075,1185,20,50,50,120,7,0,2,5,1,8,9200,Yes,Yes,Yes,No,49.0,-117.75,2022-11-01,79.92
4,Red Mountain Resort-Rossland,49.1055201,-117.8462801,Canada,North America,60,December - April,2075,1185,20,50,50,120,7,0,2,5,1,8,9200,Yes,Yes,Yes,No,49.0,-117.75,2022-12-01,96.85
5,Hafjell,61.2303686,10.52901357,Norway,Europe,45,November - April,1030,195,33,7,4,44,6,150,14,3,1,18,21060,Yes,Yes,Yes,No,61.25,10.5,2022-01-01,96.06
5,Hafjell,61.2303686,10.52901357,Norway,Europe,45,November - April,1030,195,33,7,4,44,6,150,14,3,1,18,21060,Yes,Yes,Yes,No,61.25,10.5,2022-02-01,98.82
5,Hafjell,61.2303686,10.52901357,Norway,Europe,45,November - April,1030,195,33,7,4,44,6,150,14,3,1,18,21060,Yes,Yes,Yes,No,61.25,10.5,2022-03-01,100.0
5,Hafjell,61.2303686,10.52901357,Norway,Europe,45,November - April,1030,195,33,7,4,44,6,150,14,3,1,18,21060,Yes,Yes,Yes,No,61.25,10.5,2022-04-01,100.0
5,Hafjell,61.2303686,10.52901357,Norway,Europe,45,November - April,1030,195,33,7,4,44,6,150,14,3,1,18,21060,Yes,Yes,Yes,No,61.25,10.5,2022-05-01,50.0
5,Hafjell,61.2303686,10.52901357,Norway,Europe,45,November - April,1030,195,33,7,4,44,6,150,14,3,1,18,21060,Yes,Yes,Yes,No,61.25,10.5,2022-06-01,
5,Hafjell,61.2303686,10.52901357,Norway,Europe,45,November - April,1030,195,33,7,4,44,6,150,14,3,1,18,21060,Yes,Yes,Yes,No,61.25,10.5,2022-07-01,
5,Hafjell,61.2303686,10.52901357,Norway,Europe,45,November - April,1030,195,33,7,4,44,6,150,14,3,1,18,21060,Yes,Yes,Yes,No,61.25,10.5,2022-08-01,
5,Hafjell,61.2303686,10.52901357,Norway,Europe,45,November - April,1030,195,33,7,4,44,6,150,14,3,1,18,21060,Yes,Yes,Yes,No,61.25,10.5,2022-09-01,
5,Hafjell,61.2303686,10.52901357,Norway,Europe,45,November - April,1030,195,33,7,4,44,6,150,14,3,1,18,21060,Yes,Yes,Yes,No,61.25,10.5,2022-10-01,14.57
5,Hafjell,61.2303686,10.52901357,Norway,Europe,45,November - April,1030,195,33,7,4,44,6,150,14,3,1,18,21060,Yes,Yes,Yes,No,61.25,10.5,2022-11-01,74.41
5,Hafjell,61.2303686,10.52901357,Norway,Europe,45,November - April,1030,195,33,7,4,44,6,150,14,3,1,18,21060,Yes,Yes,Yes,No,61.25,10.5,2022-12-01,98.82
6,Voss,60.6837065,6.407904807,Norway,Europe,43,November - May,960,284,25,4,11,40,0,40,7,4,0,11,11900,Yes,Yes,No,No,60.75,6.5,2022-01-01,100.0
6,Voss,60.6837065,6.407904807,Norway,Europe,43,November - May,960,284,25,4,11,40,0,40,7,4,0,11,11900,Yes,Yes,No,No,60.75,6.5,2022-02-01,100.0
6,Voss,60.6837065,6.407904807,Norway,Europe,43,November - May,960,284,25,4,11,40,0,40,7,4,0,11,11900,Yes,Yes,No,No,60.75,6.5,2022-03-01,100.0
6,Voss,60.6837065,6.407904807,Norway,Europe,43,November - May,960,284,25,4,11,40,0,40,7,4,0,11,11900,Yes,Yes,No,No,60.75,6.5,2022-04-01,100.0
6,Voss,60.6837065,6.407904807,Norway,Europe,43,November - May,960,284,25,4,11,40,0,40,7,4,0,11,11900,Yes,Yes,No,No,60.75,6.5,2022-05-01,99.21
6,Voss,60.6837065,6.407904807,Norway,Europe,43,November - May,960,284,25,4,11,40,0,40,7,4,0,11,11900,Yes,Yes,No,No,60.75,6.5,2022-06-01,2.36
6,Voss,60.6837065,6.407904807,Norway,Europe,43,November - May,960,284,25,4,11,40,0,40,7,4,0,11,11900,Yes,Yes,No,No,60.75,6.5,2022-07-01,
6,Voss,60.6837065,6.407904807,Norway,Europe,43,November - May,960,284,25,4,11,40,0,40,7,4,0,11,11900,Yes,Yes,No,No,60.75,6.5,2022-08-01,
6,Voss,60.6837065,6.407904807,Norway,Europe,43,November - May,960,284,25,4,11,40,0,40,7,4,0,11,11900,Yes,Yes,No,No,60.75,6.5,2022-09-01,
6,Voss,60.6837065,6.407904807,Norway,Europe,43,November - May,960,284,25,4,11,40,0,40,7,4,0,11,11900,Yes,Yes,No,No,60.75,6.5,2022-10-01,100.0
6,Voss,60.6837065,6.407904807,Norway,Europe,43,November - May,960,284,25,4,11,40,0,40,7,4,0,11,11900,Yes,Yes,No,No,60.75,6.5,2022-11-01,2.36
6,Voss,60.6837065,6.407904807,Norway,Europe,43,November - May,960,284,25,4,11,40,0,40,7,4,0,11,11900,Yes,Yes,No,No,60.75,6.5,2022-12-01,100.0
7,Porter,-39.67098835,176.8766681,New Zealand,Oceania,61,June - September,1980,1300,5,0,5,10,0,0,5,1,0,6,5600,No,No,No,Yes,-39.75,177.0,2022-01-01,
7,Porter,-39.67098835,176.8766681,New Zealand,Oceania,61,June - September,1980,1300,5,0,5,10,0,0,5,1,0,6,5600,No,No,No,Yes,-39.75,177.0,2022-02-01,
7,Porter,-39.67098835,176.8766681,New Zealand,Oceania,61,June - September,1980,1300,5,0,5,10,0,0,5,1,0,6,5600,No,No,No,Yes,-39.75,177.0,2022-03-01,
7,Porter,-39.67098835,176.8766681,New Zealand,Oceania,61,June - September,1980,1300,5,0,5,10,0,0,5,1,0,6,5600,No,No,No,Yes,-39.75,177.0,2022-04-01,
7,Porter,-39.67098835,176.8766681,New Zealand,Oceania,61,June - September,1980,1300,5,0,5,10,0,0,5,1,0,6,5600,No,No,No,Yes,-39.75,177.0,2022-05-01,
7,Porter,-39.67098835,176.8766681,New Zealand,Oceania,61,June - September,1980,1300,5,0,5,10,0,0,5,1,0,6,5600,No,No,No,Yes,-39.75,177.0,2022-06-01,
7,Porter,-39.67098835,176.8766681,New Zealand,Oceania,61,June - September,1980,1300,5,0,5,10,0,0,5,1,0,6,5600,No,No,No,Yes,-39.75,177.0,2022-07-01,
7,Porter,-39.67098835,176.8766681,New Zealand,Oceania,61,June - September,1980,1300,5,0,5,10,0,0,5,1,0,6,5600,No,No,No,Yes,-39.75,177.0,2022-08-01,
7,Porter,-39.67098835,176.8766681,New Zealand,Oceania,61,June - September,1980,1300,5,0,5,10,0,0,5,1,0,6,5600,No,No,No,Yes,-39.75,177.0,2022-09-01,
7,Porter,-39.67098835,176.8766681,New Zealand,Oceania,61,June - September,1980,1300,5,0,5,10,0,0,5,1,0,6,5600,No,No,No,Yes,-39.75,177.0,2022-10-01,
7,Porter,-39.67098835,176.8766681,New Zealand,Oceania,61,June - September,1980,1300,5,0,5,10,0,0,5,1,0,6,5600,No,No,No,Yes,-39.75,177.0,2022-11-01,
7,Porter,-39.67098835,176.8766681,New Zealand,Oceania,61,June - September,1980,1300,5,0,5,10,0,0,5,1,0,6,5600,No,No,No,Yes,-39.75,177.0,2022-12-01,
8,Nevados de Chilla?n,-36.613844,-72.0718055,Chile,South America,57,June - October,2700,1600,10,15,10,35,13,0,4,6,1,11,11080,Yes,Yes,No,Yes,-36.5,-72.0,2022-01-01,
8,Nevados de Chilla?n,-36.613844,-72.0718055,Chile,South America,57,June - October,2700,1600,10,15,10,35,13,0,4,6,1,11,11080,Yes,Yes,No,Yes,-36.5,-72.0,2022-02-01,
8,Nevados de Chilla?n,-36.613844,-72.0718055,Chile,South America,57,June - October,2700,1600,10,15,10,35,13,0,4,6,1,11,11080,Yes,Yes,No,Yes,-36.5,-72.0,2022-03-01,
8,Nevados de Chilla?n,-36.613844,-72.0718055,Chile,South America,57,June - October,2700,1600,10,15,10,35,13,0,4,6,1,11,11080,Yes,Yes,No,Yes,-36.5,-72.0,2022-04-01,
8,Nevados de Chilla?n,-36.613844,-72.0718055,Chile,South America,57,June - October,2700,1600,10,15,10,35,13,0,4,6,1,11,11080,Yes,Yes,No,Yes,-36.5,-72.0,2022-05-01,
8,Nevados de Chilla?n,-36.613844,-72.0718055,Chile,South America,57,June - October,2700,1600,10,15,10,35,13,0,4,6,1,11,11080,Yes,Yes,No,Yes,-36.5,-72.0,2022-06-01,
8,Nevados de Chilla?n,-36.613844,-72.0718055,Chile,South America,57,June - October,2700,1600,10,15,10,35,13,0,4,6,1,11,11080,Yes,Yes,No,Yes,-36.5,-72.0,2022-07-01,5.12
8,Nevados de Chilla?n,-36.613844,-72.0718055,Chile,South America,57,June - October,2700,1600,10,15,10,35,13,0,4,6,1,11,11080,Yes,Yes,No,Yes,-36.5,-72.0,2022-08-01,
8,Nevados de Chilla?n,-36.613844,-72.0718055,Chile,South America,57,June - October,2700,1600,10,15,10,35,13,0,4,6,1,11,11080,Yes,Yes,No,Yes,-36.5,-72.0,2022-09-01,
8,Nevados de Chilla?n,-36.613844,-72.0718055,Chile,South America,57,June - October,2700,1600,10,15,10,35,13,0,4,6,1,11,11080,Yes,Yes,No,Yes,-36.5,-72.0,2022-10-01,
8,Nevados de Chilla?n,-36.613844,-72.0718055,Chile,South America,57,June - October,2700,1600,10,15,10,35,13,0,4,6,1,11,11080,Yes,Yes,No,Yes,-36.5,-72.0,2022-11-01,
8,Nevados de Chilla?n,-36.613844,-72.0718055,Chile,South America,57,June - October,2700,1600,10,15,10,35,13,0,4,6,1,11,11080,Yes,Yes,No,Yes,-36.5,-72.0,2022-12-01,
9,Hochschwarzeck,47.6283728,12.9205276,Germany,Europe,22,December - April,1385,1030,4,0,0,4,0,0,3,1,0,4,2880,Yes,No,No,No,47.75,13.0,2022-01-01,95.28
9,Hochschwarzeck,47.6283728,12.9205276,Germany,Europe,22,December - April,1385,1030,4,0,0,4,0,0,3,1,0,4,2880,Yes,No,No,No,47.75,13.0,2022-02-01,98.82
9,Hochschwarzeck,47.6283728,12.9205276,Germany,Europe,22,December - April,1385,1030,4,0,0,4,0,0,3,1,0,4,2880,Yes,No,No,No,47.75,13.0,2022-03-01,17.32
9,Hochschwarzeck,47.6283728,12.9205276,Germany,Europe,22,December - April,1385,1030,4,0,0,4,0,0,3,1,0,4,2880,Yes,No,No,No,47.75,13.0,2022-04-01,9.06
9,Hochschwarzeck,47.6283728,12.9205276,Germany,Europe,22,December - April,1385,1030,4,0,0,4,0,0,3,1,0,4,2880,Yes,No,No,No,47.75,13.0,2022-05-01,
9,Hochschwarzeck,47.6283728,12.9205276,Germany,Europe,22,December - April,1385,1030,4,0,0,4,0,0,3,1,0,4,2880,Yes,No,No,No,47.75,13.0,2022-06-01,
9,Hochschwarzeck,47.6283728,12.9205276,Germany,Europe,22,December - April,1385,1030,4,0,0,4,0,0,3,1,0,4,2880,Yes,No,No,No,47.75,13.0,2022-07-01,
9,Hochschwarzeck,47.6283728,12.9205276,Germany,Europe,22,December - April,1385,1030,4,0,0,4,0,0,3,1,0,4,2880,Yes,No,No,No,47.75,13.0,2022-08-01,
9,Hochschwarzeck,47.6283728,12.9205276,Germany,Europe,22,December - April,1385,1030,4,0,0,4,0,0,3,1,0,4,2880,Yes,No,No,No,47.75,13.0,2022-09-01,0.79
9,Hochschwarzeck,47.6283728,12.9205276,Germany,Europe,22,December - April,1385,1030,4,0,0,4,0,0,3,1,0,4,2880,Yes,No,No,No,47.75,13.0,2022-10-01,
9,Hochschwarzeck,47.6283728,12.9205276,Germany,Europe,22,December - April,1385,1030,4,0,0,4,0,0,3,1,0,4,2880,Yes,No,No,No,47.75,13.0,2022-11-01,0.39
9,Hochschwarzeck,47.6283728,12.9205276,Germany,Europe,22,December - April,1385,1030,4,0,0,4,0,0,3,1,0,4,2880,Yes,No,No,No,47.75,13.0,2022-12-01,95.28
10,Rossfeld - Berchtesgaden - Oberau,47.6513062,13.0589774,Germany,Europe,20,December - April,1554,1300,7,1,0,8,6,0,4,0,0,4,3229,Yes,Yes,Yes,No,47.75,13.0,2022-01-01,95.28
10,Rossfeld - Berchtesgaden - Oberau,47.6513062,13.0589774,Germany,Europe,20,December - April,1554,1300,7,1,0,8,6,0,4,0,0,4,3229,Yes,Yes,Yes,No,47.75,13.0,2022-02-01,98.82
10,Rossfeld - Berchtesgaden - Oberau,47.6513062,13.0589774,Germany,Europe,20,December - April,1554,1300,7,1,0,8,6,0,4,0,0,4,3229,Yes,Yes,Yes,No,47.75,13.0,2022-03-01,17.32
10,Rossfeld - Berchtesgaden - Oberau,47.6513062,13.0589774,Germany,Europe,20,December - April,1554,1300,7,1,0,8,6,0,4,0,0,4,3229,Yes,Yes,Yes,No,47.75,13.0,2022-04-01,9.06
10,Rossfeld - Berchtesgaden - Oberau,47.6513062,13.0589774,Germany,Europe,20,December - April,1554,1300,7,1,0,8,6,0,4,0,0,4,3229,Yes,Yes,Yes,No,47.75,13.0,2022-05-01,
10,Rossfeld - Berchtesgaden - Oberau,47.6513062,13.0589774,Germany,Europe,20,December - April,1554,1300,7,1,0,8,6,0,4,0,0,4,3229,Yes,Yes,Yes,No,47.75,13.0,2022-06-01,
10,Rossfeld - Berchtesgaden - Oberau,47.6513062,13.0589774,Germany,Europe,20,December - April,1554,1300,7,1,0,8,6,0,4,0,0,4,3229,Yes,Yes,Yes,No,47.75,13.0,2022-07-01,
10,Rossfeld - Berchtesgaden - Oberau,47.6513062,13.0589774,Germany,Europe,20,December - April,1554,1300,7,1,0,8,6,0,4,0,0,4,3229,Yes,Yes,Yes,No,47.75,13.0,2022-08-01,
10,Rossfeld - Berchtesgaden - Oberau,47.6513062,13.0589774,Germany,Europe,20,December - April,1554,1300,7,1,0,8,6,0,4,0,0,4,3229,Yes,Yes,Yes,No,47.75,13.0,2022-09-01,0.79
10,Rossfeld - Berchtesgaden - Oberau,47.6513062,13.0589774,Germany,Europe,20,December - April,1554,1300,7,1,0,8,6,0,4,0,0,4,3229,Yes,Yes,Yes,No,47.75,13.0,2022-10-01,
10,Rossfeld - Berchtesgaden - Oberau,47.6513062,13.0589774,Germany,Europe,20,December - April,1554,1300,7,1,0,8,6,0,4,0,0,4,3229,Yes,Yes,Yes,No,47.75,13.0,2022-11-01,0.39
10,Rossfeld - Berchtesgaden - Oberau,47.6513062,13.0589774,Germany,Europe,20,December - April,1554,1300,7,1,0,8,6,0,4,0,0,4,3229,Yes,Yes,Yes,No,47.75,13.0,2022-12-01,95.28
